Gene_Name	Drug_Name	Interaction_Type	Source	Gene_Categories
DRD2	PIMOZIDE	antagonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	Levodopa	agonist	DrugBank	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	LEVODOPA		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	LEVODOPA		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ARIPIPRAZOLE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ARIPIPRAZOLE	partial agonist	ChemblInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	Aripiprazole	partial agonist,antagonist	DrugBank	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ARIPIPRAZOLE	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ARIPIPRAZOLE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ARIPIPRAZOLE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BENZQUINAMIDE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	COMPOUND 3 [PMID: 23134120]	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ROTIGOTINE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ROTIGOTINE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	Rotigotine	agonist	DrugBank	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ROTIGOTINE	agonist	ChemblInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	N-0923	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ROTIGOTINE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	VILAZODONE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	UNC0006	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	UNC9975	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	UNC9994	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	7-OH-DPAT	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BROMOCRIPTINE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BROMOCRIPTINE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BROMOCRIPTINE	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BROMOCRIPTINE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	DOPAMINE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	DOPAMINE	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PD 128907	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PERGOLIDE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PERGOLIDE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PERGOLIDE	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PERGOLIDE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PRAMIPEXOLE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PRAMIPEXOLE	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PRAMIPEXOLE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PRAMIPEXOLE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	QUINELORANE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	QUINPIROLE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	SUMANIROLE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	SUMANIROLE	agonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	OPC-34712		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BREXPIPRAZOLE	partial agonist	ChemblInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BREXPIPRAZOLE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	Brexpiprazole	partial agonist,agonist	DrugBank	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	CARIPRAZINE	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	Cariprazine	partial agonist,agonist	DrugBank	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	CARIPRAZINE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	PIRIBEDIL	agonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ROXINDOLE	agonist,antagonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	TERGURIDE	agonist,antagonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	Amisulpride	antagonist	DrugBank	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	AMISULPRIDE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	AMISULPRIDE	antagonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	AMISULPRIDE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	AMISULPRIDE	antagonist	TTD	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ASENAPINE		TEND	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ASENAPINE	antagonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	ASENAPINE		TdgClinicalTrial	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BENPERIDOL	antagonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
DRD2	BLONANSERIN	antagonist	GuideToPharmacologyInteractions	Abc transporter,cell surface,dna repair,drug metabolism,drug resistance,druggable genome,external side of plasma membrane,g protein coupled receptor,growth factor,histone modification,hormone activity,ion channel,kinase,lipid kinase,neutral zinc metallopeptidase,nuclear hormone receptor,phospholipase,protease,protease inhibitor,protein phosphatase,rna directed dna polymerase,serine threonine kinase,transcription factor binding,transcription factor complex,transporter,tumor suppressor,tyrosine kinase
